time,term_id,address,lat,long,num_bikes,num_empty_docks,obj_id,term_num,installed,locked,install_date,removal_date,temp_install
2019-03-30 14:49:00,172,N Veitch St & Key Blvd,38.893237,-77.086063,1,10,249314630,31028,YES,NO,,,NO
2019-03-30 14:49:00,173,Lee Hwy & N Adams St,38.89593,-77.089006,3,14,249314631,31030,YES,NO,,,NO
2019-03-30 14:49:00,174,15th St & N Scott St,38.89054,-77.08095,1,8,249314632,31031,YES,NO,,,NO
2019-03-30 14:49:00,175,Washington Blvd & 7th St N,38.88081,-77.090792,5,6,249314633,31032,YES,NO,,,NO
2019-03-30 14:49:00,523,Baltimore Ave & Van Buren St / Riverdale Park Station,38.969581,-76.937349,8,8,249314634,32402,YES,NO,,,NO
2019-03-30 14:49:00,524,Baltimore Ave & Jefferson St,38.95548,-76.940133,12,3,249314635,32403,YES,NO,,,NO
2019-03-30 14:49:00,525,Perry & 35th St,38.936212999999995,-76.960054,7,8,249314636,32404,YES,NO,,,NO
2019-03-30 14:49:00,526,Grand Park & Rose Ave,39.051035,-77.11760000000001,2,12,249314637,32083,YES,NO,,,NO
2019-03-30 14:49:00,527,Potomac Ave & Half St SW,38.870201,-77.010837,20,2,249314638,31648,YES,NO,,,NO
2019-03-30 14:49:00,529,Crystal Dr & Potomac Ave,38.848304,-77.05122,0,10,249314639,31925,YES,NO,,,NO
2019-03-30 14:49:00,530,Largo Rd & Campus Way / Prince Georges's Comm Col,38.889939999999996,-76.825535,11,3,249314640,32405,YES,NO,,,NO
2019-03-30 14:49:00,531,Stanton Square SE,38.855004,-76.984512,3,15,249314641,31822,YES,NO,,,NO
2019-03-30 14:49:00,532,14th & Newton St NW,38.931991,-77.032956,0,19,249314642,31649,YES,NO,,,NO
2019-03-30 14:49:00,533,48th Pl & MacArthur Blvd NW,38.917304,-77.09629,1,18,249314643,31322,YES,NO,,,NO
2019-03-30 14:49:00,534,14th & Luzon St NW,38.969488999999996,-77.033509,5,14,249314644,31416,YES,NO,,,NO
2019-03-30 14:49:00,535,1st & M St SE,38.876892999999995,-77.006072,19,0,249314645,31650,YES,NO,,,NO
2019-03-30 14:49:00,536,Fleet St & Waterfront St,38.782633,-77.016059,0,15,249314646,32406,YES,NO,,,NO
2019-03-30 14:49:00,537,Oxon Hill Park & Ride,38.798749,-77.00103,7,7,249314647,32407,YES,NO,,,NO
2019-03-30 14:49:00,538,11th & Park Rd NW,38.93165,-77.028305,0,19,249314648,31651,YES,NO,,,NO
2019-03-30 14:49:00,539,4th & M St SE,38.876751,-77.000736,6,13,249314649,31652,YES,NO,,,NO
2019-03-30 14:49:00,540,Kansas Ave & Sherman Cr NW,38.948057,-77.021467,6,12,249314650,31417,YES,NO,,,NO
2019-03-30 14:49:00,541,Campus Commons,38.944707,-77.335425,6,3,249314651,32228,YES,NO,,,NO
2019-03-30 14:49:00,542,Park Run & Onyx Dr,38.92755,-77.226644,2,9,249314652,32229,YES,NO,,,NO
2019-03-30 14:49:00,543,7th & K St NW,38.902674,-77.02139199999999,1,18,249314653,31653,YES,NO,,,NO
2019-03-30 14:49:00,544,King Greenleaf Rec Center,38.876211,-77.01244299999999,12,5,249314654,31654,YES,NO,,,NO
2019-03-30 14:49:00,545,Montello Ave & Holbrook Terr NE,38.907444,-76.986813,5,14,249314655,31524,YES,NO,,,NO
2019-03-30 14:49:00,546,New Jersey Ave & F St NW,38.897107999999996,-77.01161599999999,3,30,249314656,31655,YES,NO,,,NO
2019-03-30 14:49:00,547,Maryland Ave & 17th St NE,38.901935,-76.978627,2,17,249314657,31656,YES,NO,,,NO
2019-03-30 14:49:00,548,Massachusetts Ave & 6th St NE,38.892934,-76.998273,1,18,249314658,31657,YES,NO,,,NO
2019-03-30 14:49:00,549,Woodley Park Metro / Calvert St & Connecticut Ave NW,38.923389,-77.051833,0,23,249314659,31323,YES,NO,,,NO
2019-03-30 14:49:00,550,McLean Metro,38.923781,-77.207906,9,8,249314660,32230,YES,NO,,,NO
2019-03-30 14:49:00,551,Trinidad Rec Center,38.906299,-76.983221,9,9,249314661,31525,YES,NO,,,NO
2019-03-30 14:49:00,552,Rosedale Rec Center,38.897808,-76.97963399999999,4,15,249314662,31658,YES,NO,,,NO
2019-03-30 14:49:00,553,11th & C St SE,38.885908,-76.99147599999999,6,12,249314663,31659,YES,NO,,,NO
2019-03-30 14:49:00,554,New Hampshire & Gallatin St NW,38.951595999999995,-77.01280799999999,12,7,249314664,31418,YES,NO,,,NO
2019-03-30 14:49:00,555,United Medical Center,38.835737,-76.983144,10,8,249314665,31823,YES,NO,,,NO
2019-03-30 14:49:00,556,18th & New Hampshire Ave NW,38.911268,-77.04182899999999,1,17,249314666,31324,YES,NO,,,NO
2019-03-30 14:49:00,438,Reston Town Center Transit Station,38.957037,-77.359718,2,15,249314667,32214,YES,NO,,,NO
2019-03-30 14:49:00,439,1st & D St SE,38.884916,-77.005965,17,1,249314668,31643,YES,NO,,,NO
2019-03-30 14:49:00,440,Wiehle Ave & Reston Station Blvd,38.949200000000005,-77.3368,13,5,249314669,32215,YES,NO,,,NO
2019-03-30 14:49:00,441,Library St & Freedom Dr,38.959633,-77.358741,8,11,249314670,32216,YES,NO,,,NO
2019-03-30 14:49:00,442,Sunset Hills Rd & Discovery Square,38.95534,-77.35761099999999,3,12,249314671,32217,YES,NO,,,NO
2019-03-30 14:49:00,443,22nd St & Constitution Ave NW,38.892441,-77.048947,18,4,249314672,31292,YES,NO,,,NO
2019-03-30 14:49:00,444,61st St & Banks Pl NE,38.891805,-76.913563,4,13,249314673,31714,YES,NO,,,NO
2019-03-30 14:49:00,445,Temporary Rd & Old Reston Ave,38.960083999999995,-77.353414,7,8,249314674,32218,YES,NO,,,NO
2019-03-30 14:49:00,446,Reston YMCA,38.955314,-77.368416,9,6,249314675,32219,YES,NO,,,NO
2019-03-30 14:49:00,447,Sunset Hills Rd & Isaac Newton Square,38.951443,-77.34037699999999,7,2,249314676,32220,YES,NO,,,NO
2019-03-30 14:49:00,448,N Lynn St & Fairfax Dr,38.89386,-77.07086199999999,0,13,249314677,31917,YES,NO,,,NO
2019-03-30 14:49:00,449,Georgia Ave & Piney Branch Rd NW,38.967504999999996,-77.027976,8,6,249314678,31414,YES,NO,,,NO
2019-03-30 14:49:00,450,Greensboro & International Dr,38.923083,-77.227417,0,11,249314679,32221,YES,NO,,,NO
2019-03-30 14:49:00,451,Madison St & Fairfax St,38.812351,-77.040691,6,8,249314680,31918,YES,NO,,,NO
2019-03-30 14:49:00,452,Sligo Ave & Carroll Ln,38.990874,-77.016311,6,9,249314681,32058,YES,NO,,,NO
2019-03-30 14:49:00,453,15th & W St NW,38.919086,-77.034502,0,19,249314682,31125,YES,NO,,,NO
2019-03-30 14:49:00,454,12th St & Pennsylvania Ave SE,38.882489,-76.990121,3,15,249314683,31644,YES,NO,,,NO
2019-03-30 14:49:00,455,3rd St & Riggs Rd NE,38.957463,-77.002239,10,5,249314684,31412,YES,NO,,,NO
2019-03-30 14:49:00,456,Carlin Springs Rd & N Thomas St,38.876695,-77.112982,1,14,249314685,31919,YES,NO,,,NO
2019-03-30 14:49:00,457,Towers Crescent Dr & Tysons One Pl,38.915245999999996,-77.220157,6,4,249314686,32222,YES,NO,,,NO
2019-03-30 14:49:00,458,6th & K St NE,38.902877,-76.99840499999999,4,14,249314687,31645,YES,NO,,,NO
2019-03-30 14:49:00,459,Pooks Hill Rd & Linden Ave,39.014716,-77.107143,9,6,249314688,32057,YES,NO,,,NO
2019-03-30 14:49:00,460,Takoma Park Rec Center,38.98265,-76.988311,14,1,249314689,32059,YES,NO,,,NO
2019-03-30 14:49:00,461,New Hampshire & Kirklynn Ave,38.988101,-76.988422,8,7,249314690,32061,YES,NO,,,NO
2019-03-30 14:49:00,462,Wheaton Metro / Georgia Ave & Reedie Dr,39.038340999999996,-77.051023,3,8,249314691,32062,YES,NO,,,NO
2019-03-30 14:49:00,463,Amherst Ave & Elkins St,39.044886999999996,-77.047788,0,15,249314692,32063,YES,NO,,,NO
2019-03-30 14:49:00,464,Amherst Ave & Prichard Rd,39.035965,-77.048395,0,15,249314693,32064,YES,NO,,,NO
2019-03-30 14:49:00,465,Grandview & Blueridge Ave,39.043272,-77.053085,13,1,249314694,32065,YES,NO,,,NO
2019-03-30 14:49:00,466,Windham Ln & Amherst Ave,39.032029,-77.04735,11,4,249314695,32066,YES,NO,,,NO
2019-03-30 14:49:00,467,North Shore Dr & Village Rd,38.970411999999996,-77.34078699999999,7,4,249314696,32223,YES,NO,,,NO
2019-03-30 14:49:00,468,Town Center Pkwy & Sunset Hills Rd,38.955171,-77.36309399999999,3,8,249314697,32224,YES,NO,,,NO
2019-03-30 14:49:00,469,3rd & Underwood St NW,38.968834,-77.016258,16,2,249314698,31413,YES,NO,,,NO
2019-03-30 14:49:00,470,18th & Monroe St NE,38.93293,-76.979517,15,4,249314699,31521,YES,NO,,,NO
2019-03-30 14:49:00,471,7th & E St SW,38.883449999999996,-77.02174099999999,4,12,249314700,31294,YES,NO,,,NO
2019-03-30 14:49:00,472,Shady Grove Metro East,39.121327,-77.164969,18,1,249314701,32067,YES,NO,,,NO
2019-03-30 14:49:00,473,Potomac & M St NW,38.905367999999996,-77.06514899999999,15,2,249314702,31295,YES,NO,,,NO
2019-03-30 14:49:00,474,Columbia & Ontario Rd NW,38.924088,-77.040787,0,23,249314703,31296,YES,NO,,,NO
2019-03-30 14:49:00,475,Washington-Liberty High School / N Stafford St & Generals Way,38.888282,-77.111066,10,5,249314704,31920,YES,NO,,,NO
2019-03-30 14:49:00,476,Westover Library / Washington Blvd & N McKinley Rd,38.886047999999995,-77.14231699999999,7,8,249314705,31921,YES,NO,,,NO
2019-03-30 14:49:00,477,Columbia Pike & S Taylor St,38.858523999999996,-77.10372799999999,4,10,249314706,31923,YES,NO,,,NO
2019-03-30 14:49:00,478,Columbus Ave & Tribeca St,39.126000000000005,-77.1673,1,10,249314707,32068,YES,NO,,,NO
2019-03-30 14:49:00,479,Columbus Ave & Gramercy Blvd,39.123329999999996,-77.16485999999999,4,6,249314708,32069,YES,NO,,,NO
2019-03-30 14:49:00,480,Reston Pkwy & Spectrum Dr,38.964208,-77.35428,3,12,249314709,32225,YES,NO,,,NO
2019-03-30 14:49:00,481,Key West Ave & Great Seneca Hwy,39.105641999999996,-77.20385999999999,1,9,249314710,32070,YES,NO,,,NO
2019-03-30 14:49:00,482,Virginia Ave & 25th St NW,38.8995,-77.054155,2,16,249314711,31297,YES,NO,,,NO
2019-03-30 14:49:00,483,15th & M St NW,38.905424,-77.034674,0,16,249314712,31298,YES,NO,,,NO
2019-03-30 14:49:00,484,11th & Girard St NW,38.925636,-77.027112,0,19,249314713,31126,YES,NO,,,NO
2019-03-30 14:49:00,485,Connecticut Ave & R St NW,38.912644,-77.04563999999999,0,18,249314714,31299,YES,NO,,,NO
2019-03-30 14:49:00,486,Wilson Blvd & N Troy St,38.892556,-77.082089,1,13,249314715,31924,YES,NO,,,NO
2019-03-30 14:49:00,487,American University East Campus,38.936298,-77.08712799999999,0,15,249314716,31320,YES,NO,,,NO
2019-03-30 14:49:00,488,15th St & Constitution Ave NW,38.892244,-77.033234,16,1,249314717,31321,YES,NO,,,NO
2019-03-30 14:49:00,489,22nd & H St NW,38.899104,-77.048946,0,15,249314718,31127,YES,NO,,,NO
2019-03-30 14:49:00,490,23rd & M St NW,38.905302999999996,-77.050264,1,15,249314719,31128,YES,NO,,,NO
2019-03-30 14:49:00,491,Corporate Blvd & Omega Dr,39.106971,-77.192645,15,0,249314720,32071,YES,NO,,,NO
2019-03-30 14:49:00,492,Key West Ave & Diamondback Dr,39.106152,-77.202354,8,3,249314721,32072,YES,NO,,,NO
2019-03-30 14:49:00,493,Alabama Ave & Stanton Rd SE / Shops at Park Village,38.84627,-76.98185,8,10,249314722,31813,YES,NO,,,NO
2019-03-30 14:49:00,494,Mississippi Ave & 19th St SE / THEARC,38.84377,-76.97556999999999,8,11,249314723,31814,YES,NO,,,NO
2019-03-30 14:49:00,495,19th & Savannah St SE,38.84623,-76.97703,7,4,249314724,31815,YES,NO,,,NO
2019-03-30 14:49:00,496,4th St & Mississippi Ave SE,38.836,-77.0009,3,16,249314725,31816,YES,NO,,,NO
2019-03-30 14:49:00,497,1st & S Capitol St SE / Oxon Run Trail,38.824481,-77.00549699999999,2,16,249314726,31817,YES,NO,,,NO
2019-03-30 14:49:00,498,Livingston Rd & 3rd St SE,38.82373,-77.00223,3,11,249314727,31818,YES,NO,,,NO
2019-03-30 14:49:00,499,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,38.819089999999996,-77.01033,4,15,249314728,31819,YES,NO,,,NO
2019-03-30 14:49:00,500,37th & Ely Pl SE,38.883010999999996,-76.949709,3,12,249314729,31715,YES,NO,,,NO
2019-03-30 14:49:00,501,15th St & Pennsylvania Ave NW,38.89635,-77.03338,16,0,249314730,31129,YES,NO,,,NO
2019-03-30 14:49:00,505,Maine Ave & 9th St SW,38.88044,-77.02523599999999,13,0,249314731,31646,YES,NO,,,NO
2019-03-30 14:49:00,506,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,38.915,-77.0078,2,17,249314732,31523,YES,NO,,,NO
2019-03-30 14:49:00,507,Blueridge Ave & Elkin St,39.04313,-77.05006,3,10,249314733,32073,YES,NO,,,NO
2019-03-30 14:49:00,508,Georgia Ave & Kennedy St NW,38.956739999999996,-77.02790999999999,13,6,249314734,31415,YES,NO,,,NO
2019-03-30 14:49:00,509,7th St & Massachusetts Ave NE,38.89222,-76.99602,0,17,249314735,31647,YES,NO,,,NO
2019-03-30 14:49:00,510,Anacostia Park,38.873349999999995,-76.9834,9,10,249314736,31820,YES,NO,,,NO
2019-03-30 14:49:00,511,Twinbrook Metro,39.062041,-77.12077599999999,1,13,249314737,32074,YES,NO,,,NO
2019-03-30 14:49:00,512,White Flint Metro,39.047529999999995,-77.11287,3,22,249314738,32075,YES,NO,,,NO
2019-03-30 14:49:00,513,Citadel Ave & McGrath Blvd,39.049,-77.10933,14,1,249314739,32076,YES,NO,,,NO
2019-03-30 14:49:00,514,Rockville Pike & Old Georgetown Rd,39.049765,-77.11368,4,11,249314740,32077,YES,NO,,,NO
2019-03-30 14:49:00,515,Woodglen Dr & Executive Blvd,39.043169999999996,-77.1135,2,13,249314741,32078,YES,NO,,,NO
2019-03-30 14:49:00,516,Executive Blvd & E Jefferson St,39.04873,-77.12570000000001,6,8,249314742,32079,YES,NO,,,NO
2019-03-30 14:49:00,517,Fishers Ln & Rock Creek Mill Rd,39.0629,-77.11345399999999,5,9,249314743,32080,YES,NO,,,NO
2019-03-30 14:49:00,518,Congressional Ln & E Jefferson St,39.06219,-77.129235,14,0,249314744,32081,YES,NO,,,NO
2019-03-30 14:49:00,519,Garland Ave & Walden Rd,39.000479999999996,-77.00077,8,7,249314745,32082,YES,NO,,,NO
2019-03-30 14:49:00,520,Greensboro & Pinnacle Dr,38.92245,-77.23034,6,7,249314746,32227,YES,NO,,,NO
2019-03-30 14:49:00,521,1301 McCormick Dr / Wayne K. Curry Admin Bldg,38.908391,-76.843263,5,10,249314747,32400,YES,NO,,,NO
2019-03-30 14:49:00,522,Largo Town Center Metro,38.899811,-76.84460399999999,5,11,249314748,32401,YES,NO,,,NO
2019-03-30 14:49:00,176,Ballston Metro / Stuart St & 9th St N,38.881043999999996,-77.111768,3,19,249313256,31037,YES,NO,,,NO
2019-03-30 14:49:00,177,Fairfax Dr & N Randolph St,38.882629,-77.109366,4,6,249313257,31034,YES,NO,,,NO
2019-03-30 14:49:00,178,Jefferson Memorial,38.879819,-77.037413,12,0,249313258,31249,YES,NO,,,NO
2019-03-30 14:49:00,179,Good Hope Rd & 14th St SE,38.866611,-76.985238,5,10,249313259,31803,YES,NO,,,NO
2019-03-30 14:49:00,180,Glebe Rd & 11th St N,38.883921,-77.116817,7,4,249313260,31038,YES,NO,,,NO
2019-03-30 14:49:00,181,Wilson Blvd & N Quincy St,38.880012,-77.107854,10,4,249313261,31039,YES,NO,,,NO
2019-03-30 14:49:00,182,GMU / Fairfax Dr & Kenmore St,38.884616,-77.10108,0,11,249313262,31040,YES,NO,,,NO
2019-03-30 14:49:00,183,Gallaudet / 8th St & Florida Ave NE,38.90509,-76.9941,12,6,249313263,31508,YES,NO,,,NO
2019-03-30 14:49:00,185,20th & L St NW,38.903583999999995,-77.044789,1,17,249313264,31250,YES,NO,,,NO
2019-03-30 14:49:00,186,12th & L St NW,38.903819,-77.0284,0,18,249313265,31251,YES,NO,,,NO
2019-03-30 14:49:00,187,21st St & Pennsylvania Ave NW,38.901539,-77.046564,1,16,249313266,31252,YES,NO,,,NO
2019-03-30 14:49:00,188,19th & K St NW,38.902204,-77.04337,6,14,249313267,31253,YES,NO,,,NO
2019-03-30 14:49:00,189,Prince St & Union St,38.803124,-77.040363,11,4,249313268,31041,YES,NO,,,NO
2019-03-30 14:49:00,190,Market Square / King St & Royal St,38.804718,-77.043363,12,1,249313269,31042,YES,NO,,,NO
2019-03-30 14:49:00,191,Saint Asaph St & Pendleton  St,38.810742999999995,-77.044664,13,2,249313270,31043,YES,NO,,,NO
2019-03-30 14:49:00,192,King St & Patrick St,38.805316999999995,-77.049883,10,5,249313271,31044,YES,NO,,,NO
2019-03-30 14:49:00,193,15th & K St NW,38.902,-77.03353,3,19,249313272,31254,YES,NO,,,NO
2019-03-30 14:49:00,194,Commerce St & Fayette St,38.805648,-77.05293,10,2,249313273,31045,YES,NO,,,NO
2019-03-30 14:49:00,195,Henry St & Pendleton St,38.811456,-77.050276,11,5,249313274,31046,YES,NO,,,NO
2019-03-30 14:49:00,196,Braddock Rd Metro,38.814577,-77.052808,10,17,249313275,31047,YES,NO,,,NO
2019-03-30 14:49:00,197,King St Metro South,38.805766999999996,-77.06072,8,15,249313276,31048,YES,NO,,,NO
2019-03-30 14:49:00,198,24th & N St NW,38.906600000000005,-77.05152,6,8,249313277,31255,YES,NO,,,NO
2019-03-30 14:49:00,199,10th & E St NW,38.895914,-77.02606399999999,12,1,249313278,31256,YES,NO,,,NO
2019-03-30 14:49:00,200,22nd & I St NW / Foggy Bottom,38.90088,-77.04891099999999,5,8,249313279,31257,YES,NO,,,NO
2019-03-30 14:49:00,201,Utah St & 11th St N,38.883669,-77.113905,4,7,249313280,31049,YES,NO,,,NO
2019-03-30 14:49:00,202,Barton St & 10th St N,38.884961,-77.08776999999999,0,11,249313281,31050,YES,NO,,,NO
2019-03-30 14:49:00,203,Arlington Blvd & N Queen St,38.889365,-77.077294,0,10,249313282,31051,YES,NO,,,NO
2019-03-30 14:49:00,204,Lincoln Memorial,38.888251,-77.049426,17,8,249313283,31258,YES,NO,,,NO
2019-03-30 14:49:00,206,20th St & Virginia Ave NW,38.894722,-77.04512799999999,2,13,249313284,31259,YES,NO,,,NO
2019-03-30 14:49:00,207,5th St & Massachusetts Ave NW,38.900929999999995,-77.018677,4,11,249313285,31265,YES,NO,,,NO
2019-03-30 14:49:00,208,39th & Veazey St NW,38.943836999999995,-77.077078,8,7,249313286,31308,YES,NO,,,NO
2019-03-30 14:49:00,209,Fessenden St & Wisconsin Ave NW,38.954812,-77.082426,9,6,249313287,31309,YES,NO,,,NO
2019-03-30 14:49:00,210,3rd & M St NE,38.90547,-77.00213,10,12,249313288,31627,YES,NO,,,NO
2019-03-30 14:49:00,211,Columbia Pike & S Courthouse Rd,38.863833,-77.080319,3,10,249313289,31053,YES,NO,,,NO
2019-03-30 14:49:00,212,Walter Reed Dr & 16th St S,38.857803,-77.086733,6,5,249313290,31054,YES,NO,,,NO
2019-03-30 14:49:00,213,28th St & S Meade St,38.846222,-77.06927499999999,4,11,249313291,31055,YES,NO,,,NO
2019-03-30 14:49:00,214,18th St & Wyoming Ave NW,38.918808999999996,-77.04157099999999,2,21,249313292,31114,YES,NO,,,NO
2019-03-30 14:49:00,215,5th & Kennedy St NW,38.956556,-77.019814,7,7,249313293,31403,YES,NO,,,NO
